Compilation	Reference	Reference DOI	Locality	Basin	Place	Region	Sample ID	Latitude	Longitude	Elevation (m)	Slope (m/km)	Type	Lithology	Methodology	Area (km2)	Time interval (yr)	Sediment flux (km3/yr)	Exhumation (m)	Exhumation min (m)	Exhumation max (m)	Erosion rate (mm/yr)	Erosion rate min	Erosion rate max	Comments
OCTOPUS	Schildgen, 2016	10.1002/ 2015JF003607	Southern Central Andes, Humahuaca Basin	Purmamarca Riv.	Argentina	South America	12PUR05	-23.60188	-65.56592	4159.512658	234.11688	Fluvial	gravel	Cosmogenic detrital	1.79410E+01	1.92747E+03					3.21447E-01	2.63556E-01	3.79339E-01	Be-10
OCTOPUS	Schildgen, 2016	10.1002/ 2015JF003607	Southern Central Andes, Humahuaca Basin	Tumbaya Riv.	Argentina	South America	12TUM02	-23.81112	-65.53186	3902.535167	280.29577	Fluvial	sand	Cosmogenic detrital	8.56731E+01	8.54465E+03					7.27188E-02	5.95526E-02	8.58849E-02	Be-10
OCTOPUS	Schildgen, 2016	10.1002/ 2015JF003607	Southern Central Andes, Humahuaca Basin	Tumbaya Riv.	Argentina	South America	12TUM03	-23.81112	-65.53186	3902.535167	280.29577	Fluvial	gravel	Cosmogenic detrital	8.56731E+01	3.08706E+03					2.01607E-01	1.65212E-01	2.38002E-01	Be-10
OCTOPUS	Schildgen, 2016	10.1002/ 2015JF003607	Southern Central Andes, Humahuaca Basin	Tumbaya Riv.	Argentina	South America	12TUM03B	-23.81112	-65.53186	3902.535167	280.29577	Fluvial	gravel	Cosmogenic detrital	8.56731E+01	1.20050E+03					5.18750E-01	4.25226E-01	6.12273E-01	Be-10
OCTOPUS	Schildgen, 2016	10.1002/ 2015JF003607	Southern Central Andes, Humahuaca Basin	Tumbaya Riv.	Argentina	South America	12TUM04	-23.81447	-65.52014	3816.411856	290.63626	Fluvial	sand	Cosmogenic detrital	9.86642E+01	8.63271E+03					7.20563E-02	5.90009E-02	8.51118E-02	Be-10
OCTOPUS	Schildgen, 2016	10.1002/ 2015JF003607	Southern Central Andes, Humahuaca Basin	Tumbaya Riv.	Argentina	South America	12TUM05	-23.81447	-65.52014	3816.411856	290.63626	Fluvial	gravel	Cosmogenic detrital	9.86642E+01	1.69127E+03					3.68601E-01	3.02061E-01	4.35142E-01	Be-10
OCTOPUS	Schildgen, 2016	10.1002/ 2015JF003607	Southern Central Andes, Humahuaca Basin	Yacoraite Riv.	Argentina	South America	12YAC05	-23.38028	-65.35097	3826.469842	195.55754	Fluvial	gravel	Cosmogenic detrital	9.50583E+02	9.48122E+03					6.55154E-02	5.36214E-02	7.74094E-02	Be-10
OCTOPUS	Schildgen, 2016	10.1002/ 2015JF003607	Southern Central Andes, Humahuaca Basin	Yacoraite Riv.	Argentina	South America	12YAC06	-23.38028	-65.35097	3826.469842	195.55754	Fluvial	gravel	Cosmogenic detrital	9.50583E+02	1.39427E+04					4.44966E-02	3.63962E-02	5.25969E-02	Be-10
OCTOPUS	Schildgen, 2016	10.1002/ 2015JF003607	Southern Central Andes, Humahuaca Basin	Yacoraite Riv.	Argentina	South America	12YAC07	-23.38028	-65.35097	3826.469842	195.55754	Fluvial	sand	Cosmogenic detrital	9.50583E+02	2.83462E+04					2.18153E-02	1.78231E-02	2.58075E-02	Be-10
OCTOPUS	Schildgen, 2016	10.1002/ 2015JF003607	Southern Central Andes, Humahuaca Basin	Huacalera Riv.	Argentina	South America	13HUE01	-23.45438	-65.33437	3924.84283	215.51044	Fluvial	sand	Cosmogenic detrital	1.80634E+02	3.66296E+04					1.68483E-02	1.37598E-02	1.99368E-02	Be-10
OCTOPUS	Schildgen, 2016	10.1002/ 2015JF003607	Southern Central Andes, Humahuaca Basin	Huacalera Riv.	Argentina	South America	13HUE02	-23.45438	-65.33437	3924.84283	215.51044	Fluvial	gravel	Cosmogenic detrital	1.80634E+02	3.23493E+04					1.90908E-02	1.55918E-02	2.25898E-02	Be-10
OCTOPUS	Schildgen, 2016	10.1002/ 2015JF003607	Southern Central Andes, Humahuaca Basin	Tilcara Riv.	Argentina	South America	13TIL04	-23.59360	-65.38177	3758.879369	236.34287	Fluvial	sand	Cosmogenic detrital	1.11521E+02	2.09465E+04					2.95722E-02	2.41707E-02	3.49738E-02	Be-10
OCTOPUS	Schildgen, 2016	10.1002/ 2015JF003607	Southern Central Andes, Humahuaca Basin	Tilcara Riv.	Argentina	South America	13TIL05	-23.59360	-65.38177	3758.879369	236.34287	Fluvial	gravel	Cosmogenic detrital	1.11521E+02	1.12127E+04					5.53810E-02	4.53027E-02	6.54592E-02	Be-10
OCTOPUS	Schildgen, 2016	10.1002/ 2015JF003607	Southern Central Andes, Humahuaca Basin	Tilcara Riv.	Argentina	South America	13TIL06	-23.59522	-65.37004	3794.639013	231.66130	Fluvial	gravel	Cosmogenic detrital	6.88342E+01	2.26689E+04					2.73032E-02	2.22558E-02	3.23507E-02	Be-10
OCTOPUS	Schildgen, 2016	10.1002/ 2015JF003607	Southern Central Andes, Humahuaca Basin	Tilcara Riv.	Argentina	South America	13TIL07	-23.59522	-65.37004	3794.639013	231.66130	Fluvial	sand	Cosmogenic detrital	6.88342E+01	4.34811E+04					1.41826E-02	1.15544E-02	1.68108E-02	Be-10
OCTOPUS	Schildgen, 2016	10.1002/ 2015JF003607	Southern Central Andes, Humahuaca Basin	Tilcara Riv.	Argentina	South America	13TIL09	-23.59609	-65.37091	3735.341488	231.66130	Fluvial	sand	Cosmogenic detrital	4.08016E+01	1.55354E+04					3.99250E-02	3.26340E-02	4.72160E-02	Be-10
OCTOPUS	Schildgen, 2016	10.1002/ 2015JF003607	Southern Central Andes, Humahuaca Basin	Tilcara Riv.	Argentina	South America	13TIL10	-23.59609	-65.37091	3735.341488	231.66130	Fluvial	gravel	Cosmogenic detrital	4.08016E+01	8.39329E+03					7.40477E-02	6.05727E-02	8.75227E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Yongchun	China	Asia	CH-003	27.05539	99.36043	3155.140556	238.11852	Fluvial	sand	Cosmogenic detrital	5.49219E+00	1.94663E+04					3.20841E-02	2.61367E-02	3.80316E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Yongchun	China	Asia	CH-004	27.06036	99.34791	2992.675837	257.72821	Fluvial	sand	Cosmogenic detrital	6.64386E+00	5.91411E+03					1.06446E-01	8.59678E-02	1.26923E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Yongchun	China	Asia	CH-005	27.06456	99.35122	2980.584675	249.00741	Fluvial	sand	Cosmogenic detrital	1.63315E+01	1.03470E+04					6.07270E-02	4.93752E-02	7.20788E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Yongchun	China	Asia	CH-009	27.06958	99.35040	2999.413782	241.95840	Fluvial	sand	Cosmogenic detrital	2.42716E+01	1.09476E+04					5.73665E-02	4.65732E-02	6.81598E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Yongchun	China	Asia	CH-010	27.06457	99.35872	3076.469645	237.78234	Fluvial	sand	Cosmogenic detrital	7.23836E+00	1.83892E+04					3.40337E-02	2.77174E-02	4.03500E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Yongchun	China	Asia	CH-011	27.07464	99.35047	2948.705069	239.60399	Fluvial	sand	Cosmogenic detrital	7.24549E+00	3.46184E+03					1.82121E-01	1.47064E-01	2.17178E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Yongchun	China	Asia	CH-012	27.07463	99.35207	2977.006532	239.60399	Fluvial	sand	Cosmogenic detrital	2.59953E+01	5.85040E+03					1.07620E-01	8.75791E-02	1.27661E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Yongchun	China	Asia	CH-013	27.15461	99.41374	3302.214866	188.17664	Fluvial	sand	Cosmogenic detrital	1.40281E+01	5.64957E+04					1.09391E-02	8.89655E-03	1.29816E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Yongchun	China	Asia	CH-016	27.13211	99.40876	3272.258741	187.02450	Fluvial	sand	Cosmogenic detrital	1.98359E+01	5.58728E+04					1.10721E-02	9.00359E-03	1.31406E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Yongchun	China	Asia	CH-017	27.12959	99.40959	3193.013333	187.70826	Fluvial	sand	Cosmogenic detrital	1.76628E+01	2.03762E+04					3.06245E-02	2.49059E-02	3.63430E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Yongchun	China	Asia	CH-020	27.13208	99.40621	3230.405981	187.45698	Fluvial	sand	Cosmogenic detrital	3.78341E+01	2.30823E+04					2.69955E-02	2.20059E-02	3.19851E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Yongchun	China	Asia	CH-021	27.11787	99.35539	2880.433666	205.94245	Fluvial	sand	Cosmogenic detrital	6.24390E+01	1.43649E+04					4.37622E-02	3.55946E-02	5.19298E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Yongchun	China	Asia	CH-024	27.12287	99.36207	3051.911539	198.70826	Fluvial	sand	Cosmogenic detrital	6.56356E+01	3.97978E+04					1.56388E-02	1.27201E-02	1.85575E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-031	24.13372	100.77874	1803.362705	176.83482	Fluvial	sand	Cosmogenic detrital	9.03204E+01	6.27377E+03					1.04948E-01	8.37832E-02	1.26112E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-032	24.12952	100.77873	1828.35266	175.14967	Fluvial	sand	Cosmogenic detrital	2.69610E+01	4.24199E+03					1.55295E-01	1.23787E-01	1.86803E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-033	24.13036	100.78120	1808.066984	175.14967	Fluvial	sand	Cosmogenic detrital	1.17532E+02	6.28568E+03					1.04749E-01	8.37072E-02	1.25790E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-034	24.12955	100.79795	1800.0595	172.74061	Fluvial	sand	Cosmogenic detrital	1.19838E+02	5.11147E+03					1.28982E-01	1.02987E-01	1.54977E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-035	24.12959	100.79956	1826.205294	172.74061	Fluvial	sand	Cosmogenic detrital	1.76977E+02	6.75646E+03					9.70644E-02	7.77473E-02	1.16381E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-036	24.12627	100.80040	1812.269823	172.04293	Fluvial	sand	Cosmogenic detrital	2.99255E+02	4.92098E+03					1.33693E-01	1.06399E-01	1.60987E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-037	24.06040	100.80781	1387.523985	162.43470	Fluvial	sand	Cosmogenic detrital	6.56284E+00	1.05978E+04					6.32593E-02	4.99987E-02	7.65200E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-039	23.98042	100.79458	1694.030473	154.55397	Fluvial	sand	Cosmogenic detrital	6.65329E+02	7.50948E+03					8.79006E-02	7.01015E-02	1.05700E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-041	23.85777	100.81374	1646.331642	190.01431	Fluvial	sand	Cosmogenic detrital	9.21372E+02	5.04233E+03					1.31549E-01	1.04669E-01	1.58428E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-042	23.85126	100.63631	1827.705206	172.37448	Fluvial	sand	Cosmogenic detrital	2.68745E+01	1.40740E+04					4.64384E-02	3.71901E-02	5.56867E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-043	23.69800	100.63297	1752.468692	164.75313	Fluvial	sand	Cosmogenic detrital	1.76575E+01	1.46186E+04					4.48819E-02	3.58849E-02	5.38788E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-044	23.54628	100.72043	1625.067987	163.50209	Fluvial	sand	Cosmogenic detrital	2.51440E+03	7.84055E+03					8.45497E-02	6.73612E-02	1.01738E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-045	23.56961	100.71706	1610.065313	164.26834	Fluvial	sand	Cosmogenic detrital	1.87009E+03	5.97016E+03					1.11308E-01	8.83118E-02	1.34304E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-046	23.84786	100.90288	1631.676072	196.92188	Fluvial	sand	Cosmogenic detrital	3.70052E+01	8.16654E+03					8.11571E-02	6.45406E-02	9.77735E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-047	23.84542	100.90289	1712.954618	196.92188	Fluvial	sand	Cosmogenic detrital	9.08150E+01	7.28128E+03					9.07052E-02	7.23232E-02	1.09087E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-048	23.84451	100.92620	1842.837356	193.16637	Fluvial	sand	Cosmogenic detrital	3.06490E+01	9.06405E+03					7.22857E-02	5.79022E-02	8.66692E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-049	23.84626	100.92536	1724.213076	193.16637	Fluvial	sand	Cosmogenic detrital	2.04573E+01	8.40809E+03					7.85337E-02	6.26318E-02	9.44356E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-050	23.72625	100.82958	1603.293862	219.26357	Fluvial	sand	Cosmogenic detrital	3.01558E+02	7.15925E+03					9.28145E-02	7.36985E-02	1.11931E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-052	23.72876	100.82456	1630.125202	218.06857	Fluvial	sand	Cosmogenic detrital	1.13095E+03	6.66110E+03					9.95506E-02	7.92382E-02	1.19863E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-053	23.72043	100.82372	1624.014148	217.70722	Fluvial	sand	Cosmogenic detrital	1.43385E+03	6.06956E+03					1.09372E-01	8.70402E-02	1.31705E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-054	23.69543	100.82292	1692.376207	216.29219	Fluvial	sand	Cosmogenic detrital	2.64591E+02	6.50581E+03					1.01711E-01	8.11426E-02	1.22279E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-056	23.69957	100.81711	1622.271528	214.17114	Fluvial	sand	Cosmogenic detrital	1.43966E+03	5.60896E+03					1.18417E-01	9.41251E-02	1.42708E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-058	23.69207	100.81456	1632.838224	211.44484	Fluvial	sand	Cosmogenic detrital	1.70513E+03	6.49517E+03					1.02132E-01	8.13500E-02	1.22914E-01	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Weiyuan	China	Asia	CH-059	23.56457	100.70196	1678.876745	159.26476	Fluvial	sand	Cosmogenic detrital	6.34844E+02	1.01827E+04					6.47979E-02	5.17224E-02	7.78734E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Nankai	China	Asia	CH-062	21.87287	100.54376	1604.167568	143.11389	Fluvial	sand	Cosmogenic detrital	7.42067E+00	1.69058E+04					3.90797E-02	3.10942E-02	4.70652E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Nankai	China	Asia	CH-063	21.87214	100.54203	1664.370396	141.04592	Fluvial	sand	Cosmogenic detrital	1.18854E+01	1.69329E+04					3.89266E-02	3.10139E-02	4.68392E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Nankai	China	Asia	CH-064	21.86959	100.54457	1635.746548	143.11389	Fluvial	sand	Cosmogenic detrital	1.98782E+01	1.82626E+04					3.61074E-02	2.87523E-02	4.34625E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Nankai	China	Asia	CH-065	21.85207	100.54707	1627.91786	141.10495	Fluvial	sand	Cosmogenic detrital	5.60860E+01	1.37763E+04					4.80667E-02	3.82283E-02	5.79052E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Nankai	China	Asia	CH-066	21.84788	100.55789	1723.282691	146.15921	Fluvial	sand	Cosmogenic detrital	1.47846E+01	2.00786E+04					3.26565E-02	2.60671E-02	3.92459E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Nankai	China	Asia	CH-067	21.83537	100.47205	1584.222139	108.62910	Fluvial	sand	Cosmogenic detrital	1.08337E+02	1.00823E+04					6.60626E-02	5.24976E-02	7.96276E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Nankai	China	Asia	CH-068	21.83127	100.44542	1549.068225	104.17770	Fluvial	sand	Cosmogenic detrital	1.41751E+02	1.37270E+04					4.85180E-02	3.84687E-02	5.85673E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Nankai	China	Asia	CH-069	21.79794	100.42457	1639.699657	99.28324	Fluvial	sand	Cosmogenic detrital	1.27852E+02	1.34194E+04					4.93532E-02	3.92565E-02	5.94499E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Nankai	China	Asia	CH-070	21.79381	100.36618	1554.450793	115.62791	Fluvial	sand	Cosmogenic detrital	3.21001E+01	1.27934E+04					5.20363E-02	4.11823E-02	6.28903E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Nankai	China	Asia	CH-071	21.94125	100.34369	1492.614906	74.68157	Fluvial	sand	Cosmogenic detrital	4.97798E+02	1.93742E+04					3.42874E-02	2.71596E-02	4.14153E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Nankai	China	Asia	CH-075	21.95291	100.42877	1424.868189	73.72570	Fluvial	sand	Cosmogenic detrital	1.02765E+03	1.76513E+04					3.78333E-02	2.99630E-02	4.57035E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Nankai	China	Asia	CH-077	22.07293	100.18378	1630.83602	138.79189	Fluvial	sand	Cosmogenic detrital	1.15095E+01	3.84412E+04					1.69374E-02	1.34823E-02	2.03924E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Nankai	China	Asia	CH-078	22.04954	100.17286	1535.759312	145.34347	Fluvial	sand	Cosmogenic detrital	1.70600E+01	2.70367E+04					2.43543E-02	1.93384E-02	2.93701E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Nankai	China	Asia	CH-079	21.95871	100.18042	1575.230718	121.81336	Fluvial	sand	Cosmogenic detrital	1.19413E+01	1.86934E+04					3.54002E-02	2.79794E-02	4.28210E-02	Be-10
OCTOPUS	Schmidt, 2016	10.5194/esurf-4-819-2016	Yunnan	Nankai	China	Asia	CH-080	21.88457	100.22290	1683.276405	140.64162	Fluvial	sand	Cosmogenic detrital	5.12859E+01	1.87297E+04					3.51189E-02	2.79949E-02	4.22430E-02	Be-10
OCTOPUS	Siame, 2011	10.1016/j.quageo.2010.11.003	Lanyang Riv.	Mimoden	Taiwan	Asia	Ilan-1	24.42695	121.37770	1954.4916	344.96601	Fluvial	sand	Cosmogenic detrital	9.19350E+00	6.92561E+02					9.45290E-01	3.30294E-01	1.56029E+00	Be-10
OCTOPUS	Siame, 2011	10.1016/j.quageo.2010.11.003	Lanyang Riv.	Lanyang	Taiwan	Asia	Ilan-10	24.48792	121.42403	1811.2468	331.28742	Fluvial	sand	Cosmogenic detrital	1.60534E+02	5.67883E+02					1.16220E+00	5.40944E-01	1.78345E+00	Be-10
OCTOPUS	Siame, 2011	10.1016/j.quageo.2010.11.003	Lanyang Riv.	Sechong	Taiwan	Asia	Ilan-11b	24.48599	121.42501	1867.326	331.28742	Fluvial	sand	Cosmogenic detrital	2.95650E+01	4.40323E+02					1.49184E+00	4.21652E-01	2.56203E+00	Be-10
OCTOPUS	Siame, 2011	10.1016/j.quageo.2010.11.003	Lanyang Riv.	Lanyang	Taiwan	Asia	Ilan-12	24.53249	121.44922	1690.1527	313.84615	Fluvial	sand	Cosmogenic detrital	2.01164E+02	7.41654E+02					8.94780E-01	3.39549E-01	1.45001E+00	Be-10
OCTOPUS	Siame, 2011	10.1016/j.quageo.2010.11.003	Lanyang Riv.	Lanyang	Taiwan	Asia	Ilan-13	24.55712	121.46769	1637.7185	310.52892	Fluvial	sand	Cosmogenic detrital	2.22013E+02	4.12452E+02					1.61397E+00	5.22264E-01	2.70567E+00	Be-10
OCTOPUS	Siame, 2011	10.1016/j.quageo.2010.11.003	Lanyang Riv.	Lanyang	Taiwan	Asia	Ilan-14	24.60810	121.53009	1387.8253	281.07812	Fluvial	sand	Cosmogenic detrital	4.25971E+02	5.81910E+02					1.16023E+00	3.83760E-01	1.93671E+00	Be-10
OCTOPUS	Siame, 2011	10.1016/j.quageo.2010.11.003	Lanyang Riv.	Lanyang	Taiwan	Asia	Ilan-4	24.42618	121.38042	2052.1851	344.96601	Fluvial	sand	Cosmogenic detrital	4.74093E+01	9.64000E+02					6.76896E-01	3.32193E-01	1.02160E+00	Be-10
OCTOPUS	Siame, 2011	10.1016/j.quageo.2010.11.003	Lanyang Riv.	Lanyang	Taiwan	Asia	Ilan-9a	24.48512	121.42058	1806.8782	336.58497	Fluvial	sand	Cosmogenic detrital	1.29770E+02	4.18168E+02					1.57878E+00	5.74532E-01	2.58303E+00	Be-10
OCTOPUS	Siame, 2015	10.1002/2014TC003771	Sierra Pie de Palo	Salinas Grandes	Argentina	South America	PDP10	-31.36961	-68.15997	1968.116324	101.38516	Fluvial	sand	Cosmogenic detrital	7.97210E+01	1.28479E+04					5.00830E-02	4.00717E-02	6.00942E-02	Be-10
OCTOPUS	Siame, 2015	10.1002/2014TC003771	Sierra Pie de Palo	Quebrada	Argentina	South America	PDP20	-31.05954	-67.86999	1371.834532	140.21604	Fluvial	sand	Cosmogenic detrital	2.34276E+00	7.32758E+03					9.11506E-02	6.72380E-02	1.15063E-01	Be-10
OCTOPUS	Siame, 2015	10.1002/2014TC003771	Sierra Pie de Palo	Quebrada	Argentina	South America	PDP32	-31.57957	-67.86998	1405.960537	98.16094	Fluvial	sand	Cosmogenic detrital	1.02863E+01	1.94398E+04					3.37776E-02	2.68646E-02	4.06907E-02	Be-10
OCTOPUS	Siame, 2015	10.1002/2014TC003771	Sierra Pie de Palo	Agua Brava	Argentina	South America	PDP84	-31.06963	-67.85001	2007.709269	140.47845	Fluvial	sand	Cosmogenic detrital	1.39777E+01	7.56335E+03					8.53977E-02	6.86199E-02	1.02175E-01	Be-10
OCTOPUS	Stock, 2009	10.1130/L15.1	Wasatch Mts. (UT)	Bear Crk.	USA	North America	BC	40.52132	-111.81904	2430.44	147.99661	Fluvial	gravel	Cosmogenic detrital	2.47650E+00	7.55364E+03					8.34325E-02	6.76471E-02	9.92180E-02	Be-10
OCTOPUS	Stock, 2009	10.1130/L15.1	Wasatch Mts. (UT)	Centerville Crk.	USA	North America	CC	40.91697	-111.86272	2130.36	153.64490	Fluvial	sand	Cosmogenic detrital	8.11705E+00	1.12044E+04					5.65368E-02	4.58264E-02	6.72472E-02	Be-10
OCTOPUS	Stock, 2009	10.1130/L15.1	Wasatch Mts. (UT)	Coalpit Gulch	USA	North America	CG	40.57045	-111.73664	2734.3	306.87954	Fluvial	gravel	Cosmogenic detrital	1.88241E+00	1.00040E+03					6.27624E-01	5.04187E-01	7.51062E-01	Be-10
OCTOPUS	Stock, 2009	10.1130/L15.1	Wasatch Mts. (UT)	Ford Canyon	USA	North America	FC	40.93974	-111.86981	2244.52	145.71795	Fluvial	sand	Cosmogenic detrital	6.11449E+00	7.19676E+03					8.78545E-02	7.14021E-02	1.04307E-01	Be-10
OCTOPUS	Stock, 2009	10.1130/L15.1	Wasatch Mts. (UT)	Holmes Crk.	USA	North America	HC	41.05728	-111.89761	2312.54	168.50750	Fluvial	sand	Cosmogenic detrital	6.52835E+00	8.57560E+03					7.35097E-02	5.96426E-02	8.73767E-02	Be-10
OCTOPUS	Stock, 2009	10.1130/L15.1	Wasatch Mts. (UT)	Holmes Crk.	USA	North America	HCN	41.06534	-111.90258	2297.3	162.16449	Fluvial	sand	Cosmogenic detrital	5.41359E+00	1.18526E+04					5.31105E-02	4.31893E-02	6.30317E-02	Be-10
OCTOPUS	Stock, 2009	10.1130/L15.1	Wasatch Mts. (UT)	Holbrook Crk.	USA	North America	HoC	40.88108	-111.83995	2231.44	171.01887	Fluvial	sand	Cosmogenic detrital	1.17217E+01	8.05764E+03					7.84195E-02	6.37682E-02	9.30708E-02	Be-10
OCTOPUS	Stock, 2009	10.1130/L15.1	Wasatch Mts. (UT)	Kays Crk.	USA	North America	KC-Stock	41.10730	-111.90121	2186.59	180.81858	Fluvial	sand	Cosmogenic detrital	3.05057E+00	1.13604E+04					5.56426E-02	4.51960E-02	6.60892E-02	Be-10
OCTOPUS	Stock, 2009	10.1130/L15.1	Wasatch Mts. (UT)	Lisa Falls	USA	North America	LF	40.57567	-111.72511	2931.36	317.59603	Fluvial	gravel	Cosmogenic detrital	1.82233E+00	1.58653E+03					3.94095E-01	3.03195E-01	4.84996E-01	Be-10
OCTOPUS	Stock, 2009	10.1130/L15.1	Wasatch Mts. (UT)	Rocky Mouth Crk.	USA	North America	RC1	40.54133	-111.79903	2515.82	201.75133	Fluvial	sand	Cosmogenic detrital	1.64210E+00	4.70949E+03					1.33702E-01	1.08962E-01	1.58442E-01	Be-10
OCTOPUS	Stock, 2009	10.1130/L15.1	Wasatch Mts. (UT)	Rocky Mouth Crk.	USA	North America	RC2	40.54133	-111.79903	2515.82	201.75133	Fluvial	gravel	Cosmogenic detrital	1.64210E+00	4.63094E+03					1.35974E-01	1.10806E-01	1.61142E-01	Be-10
OCTOPUS	Stock, 2009	10.1130/L15.1	Wasatch Mts. (UT)	Shepards Crk.	USA	North America	SC-Stock	41.01541	-111.88732	2186.26	159.07789	Fluvial	sand	Cosmogenic detrital	5.80075E+00	6.16354E+03					1.02800E-01	8.34599E-02	1.22140E-01	Be-10
